作家(handle)	作家名	欄	固有名詞(ja)	含まれる人名	種別	言語	現表記	人名部分	判定	判定の理由	社内の照合(本人ページのローマ字)	探索経路
ogiwara-morie	荻原 守衛	collection	碌山美術館	荻原碌山	館・施設	fr	Musée d'art Rokuzan	d'art Rokuzan	C	★人名部分の綴りが当社の英語表記（Rokuzan）と食い違う（d'art Rokuzan）。相違の根拠は確認できない	当該人物は掲載作家ではない（社内の照合先なし）	同一固有名詞の8言語を並べて比較。公式サイトに当該言語のページは検出できず
ogiwara-morie	荻原 守衛	collection	碌山美術館	荻原碌山	館・施設	es	Museo de Arte Rokuzan	Arte Rokuzan	C	★人名部分の綴りが当社の英語表記（Rokuzan）と食い違う（Arte Rokuzan）。相違の根拠は確認できない	当該人物は掲載作家ではない（社内の照合先なし）	同一固有名詞の8言語を並べて比較。公式サイトに当該言語のページは検出できず
ogiwara-morie	荻原 守衛	masterworks[1]	文覚	文覚	作品名	romaji	Mongaku	Mongaku	C	作品題名のローマ字表記の根拠（所蔵館・展覧会図録の欧文併記等）は本便では確認していない	題名のローマ字（ヘボン式・T17裁定の対象）。外部の公式表記との照合は本便では未実施	本便では未探索（前便T17のローマ字裁定＝ヘボン式の対象範囲）
ogiwara-morie	荻原 守衛	masterworks[1]	文覚	文覚	作品名	en	Mongaku	Mongaku	C	本便では公式サイトを特定できなかった	当該人物は掲載作家ではない（社内の照合先なし）	Wikidataに該当項目／公式サイトURLの登録なし
asakura-fumio	朝倉 文夫	collection	台東区立朝倉彫塑館	朝倉文夫	館・施設	en	Asakura Museum of Sculpture, Taitō	Asakura	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Asakura）	Wikidataに該当項目／公式サイトURLの登録なし
asakura-fumio	朝倉 文夫	collection	台東区立朝倉彫塑館	朝倉文夫	館・施設	ko	다이토구립 아사쿠라조소관	다이토구립 아사쿠라조소관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
asakura-fumio	朝倉 文夫	collection	台東区立朝倉彫塑館	朝倉文夫	館・施設	fr	Musée de la sculpture Asakura, Taitō	Asakura	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Asakura）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
asakura-fumio	朝倉 文夫	collection	台東区立朝倉彫塑館	朝倉文夫	館・施設	es	Museo de Escultura Asakura, Taitō	Asakura	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Asakura）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
asakura-fumio	朝倉 文夫	collection	台東区立朝倉彫塑館	朝倉文夫	館・施設	de	Asakura-Museum für Skulptur, Taitō	Asakura	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Asakura）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
asakura-fumio	朝倉 文夫	masterworks[2]	大隈重信像	大隈重信	作品名	romaji	Ōkuma Shigenobu-zō	Ōkuma Shigenobu-zō	C	作品題名のローマ字表記の根拠（所蔵館・展覧会図録の欧文併記等）は本便では確認していない	題名のローマ字（ヘボン式・T17裁定の対象）。外部の公式表記との照合は本便では未実施	本便では未探索（前便T17のローマ字裁定＝ヘボン式の対象範囲）
asakura-fumio	朝倉 文夫	masterworks[2]	大隈重信像	大隈重信	作品名	en	Statue of Ōkuma Shigenobu	Statue Ōkuma Shigenobu	C	本便では公式サイトを特定できなかった	当該人物は掲載作家ではない（社内の照合先なし）	Wikidataに該当項目／公式サイトURLの登録なし
kitamura-seibo	北村 西望	collection	井の頭自然文化園(西望彫刻園)	北村西望	館・施設	en	Inokashira Park Zoo (Seibō Sculpture Garden)	Seibō	C	公式サイトを取得したが、英語の館名の記載を見つけられなかった	本人ページのローマ字と一致（Seibō）	Wikidata P856→https://www.tokyo-zoo.net/zoo/ino/（＋言語切替リンク）を取得し全文検索→英名0件
kitamura-seibo	北村 西望	collection	井の頭自然文化園(西望彫刻園)	北村西望	館・施設	fr	Parc zoologique d'Inokashira (jardin de sculptures Seibō)	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイト（https://www.tokyo-zoo.net/zoo/ino/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
kitamura-seibo	北村 西望	collection	井の頭自然文化園(西望彫刻園)	北村西望	館・施設	es	Parque Zoológico de Inokashira (jardín de esculturas Seibō)	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイト（https://www.tokyo-zoo.net/zoo/ino/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
kitamura-seibo	北村 西望	collection	井の頭自然文化園(西望彫刻園)	北村西望	館・施設	de	Naturpark-Zoo Inokashira (Seibō-Skulpturengarten)	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイト（https://www.tokyo-zoo.net/zoo/ino/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
kitamura-seibo	北村 西望	collection	南島原市西望記念館	北村西望	館・施設	en	Seibō Memorial Museum, Minamishimabara	Seibō	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Seibō）	Wikidataに該当項目／公式サイトURLの登録なし
kitamura-seibo	北村 西望	collection	南島原市西望記念館	北村西望	館・施設	ko	미나미시마바라시 세이보 기념관	미나미시마바라시 세이보 기념관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
kitamura-seibo	北村 西望	collection	南島原市西望記念館	北村西望	館・施設	fr	musée commémoratif Seibō, Minamishimabara	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
kitamura-seibo	北村 西望	collection	南島原市西望記念館	北村西望	館・施設	es	Museo Conmemorativo Seibō, Minamishimabara	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
kitamura-seibo	北村 西望	collection	南島原市西望記念館	北村西望	館・施設	de	Seibō-Gedenkmuseum, Minamishimabara	Seibō	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Seibō）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hirakushi-denchu	平櫛 田中	collection	小平市平櫛田中彫刻美術館	平櫛田中	館・施設	en	Hirakushi Denchū Art Museum, Kodaira	Hirakushi Denchū	C	公式サイトを取得したが、英語の館名の記載を見つけられなかった	本人ページのローマ字と一致（Hirakushi/Denchū）	Wikidata P856→http://denchu-museum.jp/（＋言語切替リンク）を取得し全文検索→英名0件
hirakushi-denchu	平櫛 田中	collection	小平市平櫛田中彫刻美術館	平櫛田中	館・施設	ko	고다이라시 히라쿠시 덴추 조각미술관	고다이라시 히라쿠시 덴추 조각미술관	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	Wikidata P856→http://denchu-museum.jp/（＋言語切替リンク）を取得し、韓国語ページの有無とハングル表記を全文検索
hirakushi-denchu	平櫛 田中	collection	小平市平櫛田中彫刻美術館	平櫛田中	館・施設	fr	Musée d'art Hirakushi Denchū, Kodaira	Hirakushi Denchū	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hirakushi/Denchū）	公式サイト（http://denchu-museum.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hirakushi-denchu	平櫛 田中	collection	小平市平櫛田中彫刻美術館	平櫛田中	館・施設	es	Museo de Arte Hirakushi Denchū, Kodaira	Hirakushi Denchū	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hirakushi/Denchū）	公式サイト（http://denchu-museum.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
hirakushi-denchu	平櫛 田中	collection	小平市平櫛田中彫刻美術館	平櫛田中	館・施設	de	Hirakushi-Denchū-Kunstmuseum, Kodaira	Hirakushi Denchū	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Hirakushi/Denchū）	公式サイト（http://denchu-museum.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
